H1N1_PA	1	0
H1N1_PA	2	0
H1N1_PA	3	0
H1N1_PA	4	0
H1N1_PA	5	0
H1N1_PA	6	0
H1N1_PA	7	0
H1N1_PA	8	0
H1N1_PA	9	0
H1N1_PA	10	0
H1N1_PA	11	0
H1N1_PA	12	0
H1N1_PA	13	1
H1N1_PA	14	1
H1N1_PA	15	1
H1N1_PA	16	1
H1N1_PA	17	2
H1N1_PA	18	2
H1N1_PA	19	2
H1N1_PA	20	2
H1N1_PA	21	2
H1N1_PA	22	2
H1N1_PA	23	2
H1N1_PA	24	3
H1N1_PA	25	3
H1N1_PA	26	3
H1N1_PA	27	3
H1N1_PA	28	3
H1N1_PA	29	3
H1N1_PA	30	3
H1N1_PA	31	3
H1N1_PA	32	3
H1N1_PA	33	3
H1N1_PA	34	3
H1N1_PA	35	3
H1N1_PA	36	3
H1N1_PA	37	3
H1N1_PA	38	3
H1N1_PA	39	3
H1N1_PA	40	6
H1N1_PA	41	6
H1N1_PA	42	6
H1N1_PA	43	6
H1N1_PA	44	7
H1N1_PA	45	7
H1N1_PA	46	7
H1N1_PA	47	7
H1N1_PA	48	7
H1N1_PA	49	7
H1N1_PA	50	7
H1N1_PA	51	7
H1N1_PA	52	7
H1N1_PA	53	7
H1N1_PA	54	7
H1N1_PA	55	7
H1N1_PA	56	7
H1N1_PA	57	8
H1N1_PA	58	8
H1N1_PA	59	8
H1N1_PA	60	8
H1N1_PA	61	8
H1N1_PA	62	8
H1N1_PA	63	8
H1N1_PA	64	8
H1N1_PA	65	8
H1N1_PA	66	8
H1N1_PA	67	8
H1N1_PA	68	8
H1N1_PA	69	8
H1N1_PA	70	8
H1N1_PA	71	8
H1N1_PA	72	8
H1N1_PA	73	8
H1N1_PA	74	8
H1N1_PA	75	8
H1N1_PA	76	8
H1N1_PA	77	8
H1N1_PA	78	8
H1N1_PA	79	8
H1N1_PA	80	8
H1N1_PA	81	8
H1N1_PA	82	8
H1N1_PA	83	8
H1N1_PA	84	8
H1N1_PA	85	8
H1N1_PA	86	8
H1N1_PA	87	9
H1N1_PA	88	9
H1N1_PA	89	9
H1N1_PA	90	9
H1N1_PA	91	9
H1N1_PA	92	9
H1N1_PA	93	9
H1N1_PA	94	9
H1N1_PA	95	9
H1N1_PA	96	9
H1N1_PA	97	9
H1N1_PA	98	9
H1N1_PA	99	9
H1N1_PA	100	10
H1N1_PA	101	11
H1N1_PA	102	11
H1N1_PA	103	11
H1N1_PA	104	11
H1N1_PA	105	11
H1N1_PA	106	11
H1N1_PA	107	11
H1N1_PA	108	11
H1N1_PA	109	11
H1N1_PA	110	11
H1N1_PA	111	11
H1N1_PA	112	11
H1N1_PA	113	11
H1N1_PA	114	11
H1N1_PA	115	11
H1N1_PA	116	11
H1N1_PA	117	13
H1N1_PA	118	14
H1N1_PA	119	15
H1N1_PA	120	15
H1N1_PA	121	15
H1N1_PA	122	15
H1N1_PA	123	15
H1N1_PA	124	16
H1N1_PA	125	16
H1N1_PA	126	16
H1N1_PA	127	16
H1N1_PA	128	16
H1N1_PA	129	16
H1N1_PA	130	16
H1N1_PA	131	16
H1N1_PA	132	16
H1N1_PA	133	16
H1N1_PA	134	16
H1N1_PA	135	16
H1N1_PA	136	17
H1N1_PA	137	17
H1N1_PA	138	17
H1N1_PA	139	18
H1N1_PA	140	18
H1N1_PA	141	18
H1N1_PA	142	18
H1N1_PA	143	19
H1N1_PA	144	19
H1N1_PA	145	19
H1N1_PA	146	19
H1N1_PA	147	19
H1N1_PA	148	19
H1N1_PA	149	19
H1N1_PA	150	19
H1N1_PA	151	19
H1N1_PA	152	19
H1N1_PA	153	19
H1N1_PA	154	19
H1N1_PA	155	19
H1N1_PA	156	19
H1N1_PA	157	19
H1N1_PA	158	19
H1N1_PA	159	19
H1N1_PA	160	20
H1N1_PA	161	20
H1N1_PA	162	20
H1N1_PA	163	20
H1N1_PA	164	19
H1N1_PA	165	19
H1N1_PA	166	19
H1N1_PA	167	19
H1N1_PA	168	18
H1N1_PA	169	18
H1N1_PA	170	18
H1N1_PA	171	18
H1N1_PA	172	18
H1N1_PA	173	18
H1N1_PA	174	18
H1N1_PA	175	17
H1N1_PA	176	17
H1N1_PA	177	17
H1N1_PA	178	17
H1N1_PA	179	19
H1N1_PA	180	20
H1N1_PA	181	21
H1N1_PA	182	21
H1N1_PA	183	21
H1N1_PA	184	21
H1N1_PA	185	21
H1N1_PA	186	21
H1N1_PA	187	21
H1N1_PA	188	22
H1N1_PA	189	23
H1N1_PA	190	24
H1N1_PA	191	21
H1N1_PA	192	21
H1N1_PA	193	21
H1N1_PA	194	21
H1N1_PA	195	20
H1N1_PA	196	21
H1N1_PA	197	21
H1N1_PA	198	21
H1N1_PA	199	21
H1N1_PA	200	21
H1N1_PA	201	21
H1N1_PA	202	21
H1N1_PA	203	21
H1N1_PA	204	21
H1N1_PA	205	21
H1N1_PA	206	21
H1N1_PA	207	22
H1N1_PA	208	23
H1N1_PA	209	23
H1N1_PA	210	23
H1N1_PA	211	24
H1N1_PA	212	24
H1N1_PA	213	24
H1N1_PA	214	25
H1N1_PA	215	25
H1N1_PA	216	25
H1N1_PA	217	25
H1N1_PA	218	25
H1N1_PA	219	25
H1N1_PA	220	25
H1N1_PA	221	26
H1N1_PA	222	26
H1N1_PA	223	27
H1N1_PA	224	27
H1N1_PA	225	27
H1N1_PA	226	27
H1N1_PA	227	27
H1N1_PA	228	27
H1N1_PA	229	27
H1N1_PA	230	27
H1N1_PA	231	27
H1N1_PA	232	28
H1N1_PA	233	28
H1N1_PA	234	28
H1N1_PA	235	28
H1N1_PA	236	28
H1N1_PA	237	28
H1N1_PA	238	28
H1N1_PA	239	28
H1N1_PA	240	28
H1N1_PA	241	28
H1N1_PA	242	28
H1N1_PA	243	28
H1N1_PA	244	28
H1N1_PA	245	28
H1N1_PA	246	29
H1N1_PA	247	29
H1N1_PA	248	29
H1N1_PA	249	30
H1N1_PA	250	30
H1N1_PA	251	29
H1N1_PA	252	28
H1N1_PA	253	30
H1N1_PA	254	30
H1N1_PA	255	30
H1N1_PA	256	30
H1N1_PA	257	30
H1N1_PA	258	30
H1N1_PA	259	30
H1N1_PA	260	30
H1N1_PA	261	31
H1N1_PA	262	32
H1N1_PA	263	32
H1N1_PA	264	32
H1N1_PA	265	32
H1N1_PA	266	32
H1N1_PA	267	32
H1N1_PA	268	30
H1N1_PA	269	29
H1N1_PA	270	28
H1N1_PA	271	28
H1N1_PA	272	28
H1N1_PA	273	29
H1N1_PA	274	29
H1N1_PA	275	30
H1N1_PA	276	30
H1N1_PA	277	30
H1N1_PA	278	30
H1N1_PA	279	31
H1N1_PA	280	31
H1N1_PA	281	31
H1N1_PA	282	31
H1N1_PA	283	31
H1N1_PA	284	31
H1N1_PA	285	31
H1N1_PA	286	31
H1N1_PA	287	30
H1N1_PA	288	30
H1N1_PA	289	30
H1N1_PA	290	29
H1N1_PA	291	30
H1N1_PA	292	31
H1N1_PA	293	32
H1N1_PA	294	31
H1N1_PA	295	32
H1N1_PA	296	32
H1N1_PA	297	33
H1N1_PA	298	33
H1N1_PA	299	33
H1N1_PA	300	33
H1N1_PA	301	33
H1N1_PA	302	34
H1N1_PA	303	34
H1N1_PA	304	35
H1N1_PA	305	35
H1N1_PA	306	38
H1N1_PA	307	38
H1N1_PA	308	38
H1N1_PA	309	38
H1N1_PA	310	38
H1N1_PA	311	37
H1N1_PA	312	37
H1N1_PA	313	38
H1N1_PA	314	39
H1N1_PA	315	39
H1N1_PA	316	39
H1N1_PA	317	39
H1N1_PA	318	39
H1N1_PA	319	39
H1N1_PA	320	39
H1N1_PA	321	39
H1N1_PA	322	39
H1N1_PA	323	39
H1N1_PA	324	39
H1N1_PA	325	39
H1N1_PA	326	39
H1N1_PA	327	39
H1N1_PA	328	39
H1N1_PA	329	39
H1N1_PA	330	37
H1N1_PA	331	36
H1N1_PA	332	35
H1N1_PA	333	35
H1N1_PA	334	35
H1N1_PA	335	35
H1N1_PA	336	35
H1N1_PA	337	35
H1N1_PA	338	36
H1N1_PA	339	35
H1N1_PA	340	35
H1N1_PA	341	34
H1N1_PA	342	34
H1N1_PA	343	34
H1N1_PA	344	35
H1N1_PA	345	36
H1N1_PA	346	36
H1N1_PA	347	35
H1N1_PA	348	35
H1N1_PA	349	35
H1N1_PA	350	35
H1N1_PA	351	37
H1N1_PA	352	37
H1N1_PA	353	37
H1N1_PA	354	38
H1N1_PA	355	38
H1N1_PA	356	38
H1N1_PA	357	38
H1N1_PA	358	37
H1N1_PA	359	36
H1N1_PA	360	36
H1N1_PA	361	36
H1N1_PA	362	35
H1N1_PA	363	35
H1N1_PA	364	35
H1N1_PA	365	34
H1N1_PA	366	34
H1N1_PA	367	34
H1N1_PA	368	35
H1N1_PA	369	35
H1N1_PA	370	35
H1N1_PA	371	35
H1N1_PA	372	34
H1N1_PA	373	34
H1N1_PA	374	34
H1N1_PA	375	36
H1N1_PA	376	37
H1N1_PA	377	37
H1N1_PA	378	37
H1N1_PA	379	37
H1N1_PA	380	38
H1N1_PA	381	38
H1N1_PA	382	38
H1N1_PA	383	38
H1N1_PA	384	38
H1N1_PA	385	38
H1N1_PA	386	38
H1N1_PA	387	38
H1N1_PA	388	38
H1N1_PA	389	38
H1N1_PA	390	38
H1N1_PA	391	38
H1N1_PA	392	39
H1N1_PA	393	39
H1N1_PA	394	39
H1N1_PA	395	39
H1N1_PA	396	39
H1N1_PA	397	38
H1N1_PA	398	38
H1N1_PA	399	38
H1N1_PA	400	37
H1N1_PA	401	37
H1N1_PA	402	37
H1N1_PA	403	37
H1N1_PA	404	36
H1N1_PA	405	37
